,is_phishing,is_safe,suspicious_words_subject,suspicious_words_body,sender_nums_count,sender_domain_num_count,sender_domain_length,urls_count,protocol,contains_ip,url_length,TLD_alpha,subdomain_level,slash_count,dots_count,hyphens_count,has_non_latin
17615,0.0,1.0,0.0,7.0,0.0,0.0,11.0,1.0,0.0,0.0,39.0,1.0,2.0,5.0,3.0,0.0,0.0
17617,1.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,26.0,1.0,1.0,3.0,2.0,0.0,0.0
17618,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17620,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17621,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17622,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,28.0,1.0,1.0,2.0,2.0,0.0,0.0
17623,1.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,0.0,29.0,1.0,1.0,2.0,2.0,0.0,0.0
17626,0.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,80.0,1.0,0.0,6.0,2.0,2.0,0.0
17627,0.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,50.0,1.0,1.0,5.0,2.0,1.0,0.0
17628,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,41.0,1.0,2.0,3.0,3.0,0.0,0.0
17629,1.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17630,1.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17631,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,20.0,1.0,0.0,3.0,1.0,0.0,0.0
17632,1.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17633,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17635,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17637,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,47.0,1.0,2.0,3.0,4.0,0.0,0.0
17638,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,46.0,1.0,2.0,3.0,4.0,0.0,0.0
17640,0.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,47.0,1.0,1.0,4.0,2.0,1.0,0.0
17641,0.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,79.0,1.0,1.0,6.0,3.0,1.0,0.0
17642,1.0,0.0,0.0,5.0,4.0,0.0,10.0,3.0,0.0,0.0,76.0,1.0,1.0,4.0,4.0,2.0,0.0
17644,0.0,1.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,14.0,1.0,2.0,0.0,3.0,0.0,0.0
17645,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17646,1.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17647,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17648,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17649,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17651,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17652,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17653,0.0,1.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,116.0,1.0,0.0,6.0,4.0,0.0,0.0
17655,0.0,1.0,0.0,4.0,0.0,0.0,13.0,2.0,0.0,0.0,50.0,1.0,2.0,3.0,3.0,0.0,0.0
17656,0.0,1.0,0.0,4.0,0.0,0.0,15.0,1.0,0.0,0.0,22.0,1.0,2.0,0.0,3.0,0.0,0.0
17657,1.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,28.0,1.0,1.0,4.0,2.0,0.0,0.0
17658,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17659,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17662,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17663,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17664,0.0,1.0,0.0,6.0,0.0,0.0,15.0,3.0,0.0,0.0,45.0,1.0,2.0,4.0,4.0,1.0,0.0
17665,0.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,100.0,1.0,3.0,6.0,5.0,1.0,0.0
17666,0.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,43.0,1.0,1.0,4.0,2.0,0.0,0.0
17668,0.0,1.0,1.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,41.0,1.0,1.0,5.0,2.0,0.0,0.0
17669,1.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,0.0,136.0,1.0,2.0,4.0,4.0,2.0,0.0
17670,0.0,1.0,1.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,77.0,1.0,1.0,4.0,3.0,0.0,0.0
17671,0.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,50.0,1.0,1.0,5.0,2.0,1.0,0.0
17672,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17673,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17674,1.0,0.0,0.0,5.0,4.0,0.0,4.0,3.0,0.0,0.0,108.0,1.0,1.0,6.0,5.0,0.0,0.0
17675,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17676,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17678,1.0,0.0,0.0,5.0,4.0,0.0,15.0,3.0,0.0,0.0,79.0,1.0,1.0,6.0,5.0,0.0,0.0
17679,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,40.0,1.0,1.0,3.0,2.0,0.0,0.0
17680,0.0,1.0,0.0,12.0,0.0,0.0,8.0,3.0,0.0,0.0,85.0,1.0,1.0,3.0,2.0,0.0,0.0
17683,1.0,0.0,1.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17684,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17687,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,45.0,1.0,0.0,4.0,2.0,1.0,0.0
17690,0.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,76.0,1.0,1.0,6.0,3.0,2.0,0.0
17697,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,36.0,1.0,0.0,4.0,2.0,1.0,0.0
17698,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17699,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17700,0.0,1.0,0.0,5.0,0.0,0.0,9.0,3.0,0.0,0.0,26.0,1.0,1.0,2.0,2.0,0.0,0.0
17701,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,38.0,1.0,0.0,4.0,2.0,0.0,0.0
17702,1.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17703,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17704,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,50.0,1.0,1.0,5.0,2.0,1.0,0.0
17706,0.0,1.0,0.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,23.0,1.0,3.0,1.0,4.0,0.0,0.0
17709,0.0,1.0,0.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,22.0,1.0,1.0,3.0,2.0,0.0,0.0
17710,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17711,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,45.0,1.0,1.0,4.0,3.0,0.0,0.0
17713,0.0,1.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,41.0,1.0,2.0,3.0,3.0,0.0,0.0
17714,0.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,43.0,1.0,1.0,3.0,3.0,2.0,0.0
17716,0.0,1.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,22.0,1.0,1.0,3.0,2.0,0.0,0.0
17719,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,34.0,1.0,0.0,4.0,2.0,0.0,0.0
17722,1.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,99.0,1.0,1.0,6.0,5.0,0.0,0.0
17723,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,38.0,1.0,1.0,4.0,2.0,1.0,0.0
17725,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,37.0,1.0,0.0,4.0,2.0,0.0,0.0
17727,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,34.0,1.0,0.0,4.0,2.0,0.0,0.0
17730,0.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,52.0,1.0,1.0,5.0,2.0,1.0,0.0
17733,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,45.0,1.0,1.0,4.0,2.0,0.0,0.0
17735,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,44.0,1.0,0.0,4.0,2.0,0.0,0.0
17737,1.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,0.0
17738,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,24.0,1.0,0.0,2.0,1.0,0.0,0.0
17740,1.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,68.0,1.0,1.0,6.0,4.0,0.0,0.0
17742,0.0,1.0,0.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,54.0,1.0,0.0,5.0,1.0,0.0,0.0
17745,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17746,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,45.0,1.0,0.0,4.0,2.0,1.0,0.0
17749,0.0,1.0,1.0,5.0,0.0,0.0,16.0,3.0,0.0,0.0,39.0,1.0,2.0,4.0,3.0,0.0,0.0
17754,0.0,1.0,0.0,7.0,0.0,0.0,8.0,2.0,0.0,0.0,74.0,1.0,1.0,6.0,3.0,2.0,0.0
17755,0.0,1.0,2.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,49.0,1.0,1.0,3.0,2.0,0.0,0.0
17757,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,72.0,1.0,2.0,6.0,5.0,0.0,0.0
17758,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,34.0,1.0,0.0,4.0,2.0,0.0,0.0
17759,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,46.0,1.0,1.0,4.0,2.0,0.0,0.0
17760,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,74.0,1.0,1.0,6.0,3.0,2.0,0.0
17761,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,45.0,1.0,1.0,4.0,3.0,0.0,0.0
17762,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,34.0,1.0,0.0,4.0,2.0,0.0,0.0
17763,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,26.0,1.0,1.0,3.0,2.0,0.0,0.0
17765,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,32.0,1.0,1.0,4.0,2.0,0.0,0.0
17767,0.0,1.0,1.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,23.0,0.0,3.0,2.0,4.0,0.0,0.0
17768,1.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,0.0,0.0,29.0,1.0,1.0,2.0,2.0,0.0,0.0
17769,1.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17770,0.0,1.0,1.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,13.0,1.0,1.0,0.0,2.0,0.0,0.0
17771,1.0,0.0,0.0,5.0,3.0,0.0,7.0,1.0,0.0,0.0,24.0,1.0,0.0,2.0,1.0,0.0,0.0
17772,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,42.0,1.0,0.0,4.0,2.0,0.0,0.0
17773,0.0,1.0,0.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,16.0,1.0,1.0,0.0,2.0,0.0,0.0
17774,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,31.0,1.0,0.0,5.0,1.0,0.0,0.0
17775,0.0,1.0,0.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,30.0,1.0,2.0,3.0,3.0,1.0,0.0
17776,0.0,1.0,0.0,26.0,0.0,0.0,8.0,3.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
17777,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,51.0,1.0,2.0,3.0,4.0,0.0,0.0
17780,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,46.0,1.0,2.0,3.0,4.0,0.0,0.0
17782,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,136.0,1.0,2.0,4.0,4.0,2.0,0.0
17783,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,38.0,1.0,0.0,4.0,2.0,0.0,0.0
17784,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17785,0.0,1.0,0.0,2.0,0.0,1.0,6.0,3.0,0.0,0.0,18.0,1.0,1.0,2.0,2.0,0.0,0.0
17793,1.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,24.0,1.0,1.0,3.0,2.0,0.0,0.0
17794,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,74.0,1.0,1.0,6.0,3.0,2.0,0.0
17795,1.0,0.0,0.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,31.0,1.0,1.0,3.0,3.0,0.0,0.0
17797,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,51.0,1.0,2.0,3.0,4.0,0.0,0.0
17798,1.0,0.0,0.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,24.0,1.0,0.0,2.0,1.0,0.0,0.0
17799,0.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,19.0,1.0,1.0,3.0,2.0,0.0,0.0
17800,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,18.0,1.0,0.0,3.0,1.0,0.0,0.0
17801,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,20.0,1.0,0.0,2.0,1.0,0.0,0.0
17802,1.0,0.0,0.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
17806,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17807,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17809,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,37.0,1.0,0.0,4.0,2.0,0.0,0.0
17810,0.0,1.0,0.0,7.0,0.0,0.0,15.0,3.0,0.0,0.0,29.0,1.0,2.0,3.0,3.0,0.0,0.0
17811,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17812,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17813,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,49.0,1.0,2.0,3.0,4.0,0.0,0.0
17814,1.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17815,1.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17816,1.0,0.0,0.0,5.0,4.0,0.0,9.0,3.0,0.0,0.0,109.0,1.0,1.0,6.0,5.0,0.0,0.0
17817,0.0,1.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,56.0,1.0,3.0,5.0,5.0,2.0,0.0
17819,0.0,1.0,1.0,15.0,0.0,0.0,6.0,3.0,1.0,0.0,77.0,1.0,1.0,6.0,3.0,2.0,0.0
17822,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17823,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,28.0,1.0,1.0,2.0,2.0,0.0,0.0
17827,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17828,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17829,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17830,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17831,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17832,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,1.0,0.0,0.0
17833,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17834,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17835,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17836,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,47.0,1.0,2.0,3.0,4.0,0.0,0.0
17837,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17838,0.0,1.0,0.0,9.0,0.0,0.0,5.0,1.0,1.0,0.0,38.0,1.0,1.0,4.0,2.0,0.0,0.0
17839,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17840,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17841,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17842,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17844,1.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,31.0,1.0,1.0,2.0,2.0,0.0,0.0
17845,0.0,1.0,1.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,75.0,1.0,1.0,6.0,3.0,1.0,0.0
17846,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17847,1.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17848,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17849,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17850,1.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17851,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17852,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17853,0.0,1.0,0.0,6.0,0.0,0.0,15.0,3.0,0.0,0.0,44.0,1.0,3.0,5.0,5.0,1.0,0.0
17854,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,23.0,1.0,1.0,3.0,2.0,0.0,0.0
17855,1.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17856,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17857,1.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17858,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,18.0,1.0,0.0,3.0,1.0,0.0,0.0
17859,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17860,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17861,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,20.0,1.0,0.0,2.0,1.0,0.0,0.0
17862,1.0,0.0,0.0,1.0,2.0,0.0,12.0,1.0,0.0,0.0,27.0,1.0,1.0,2.0,2.0,0.0,0.0
17863,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17864,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17865,1.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,40.0,1.0,1.0,4.0,4.0,0.0,0.0
17866,0.0,1.0,0.0,5.0,0.0,0.0,13.0,1.0,0.0,0.0,33.0,1.0,1.0,3.0,3.0,0.0,0.0
17868,1.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17869,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17870,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17871,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0
17873,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,71.0,1.0,0.0,6.0,1.0,2.0,0.0
17874,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,18.0,1.0,0.0,3.0,1.0,0.0,0.0
17875,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17876,1.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17877,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17878,0.0,1.0,1.0,6.0,0.0,0.0,8.0,3.0,1.0,0.0,44.0,1.0,1.0,5.0,2.0,1.0,0.0
17879,1.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17880,1.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,28.0,1.0,1.0,2.0,2.0,0.0,0.0
17881,1.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17882,1.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17883,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
17884,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17885,0.0,1.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,52.0,1.0,1.0,5.0,2.0,0.0,0.0
17886,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17887,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,0.0,0.0
17889,1.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,21.0,1.0,0.0,3.0,1.0,0.0,0.0
17890,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,23.0,1.0,0.0,3.0,1.0,0.0,0.0
